Model,Tumor Type,Treatment,Volume (mm3),body weight (g),Days Post T0,% TVol Difference,% BW Difference
X-1479,CRC,BYL719,286.3,31.9,22.0,34.4,-2.1
X-1479,CRC,BYL719,249.9,32.0,26.0,17.3,-1.8
X-1479,CRC,BYL719,305.2,32.5,29.0,43.3,-0.3
X-1479,CRC,BYL719,318.7,31.9,33.0,49.6,-2.1
X-1479,CRC,BYL719,358.3,32.1,36.0,68.2,-1.5
X-1479,CRC,BYL719,327.3,30.7,43.0,53.7,-5.8
X-1479,CRC,BYL719,447.1,33.1,47.0,109.9,1.5
X-1479,CRC,BYL719,517.0,33.1,50.0,142.7,1.5
X-1479,CRC,BYL719,529.7,31.7,54.0,148.7,-2.8
X-1479,CRC,BYL719,543.8,32.4,57.0,155.3,-0.6
X-1479,CRC,BYL719,565.1,32.4,64.0,165.3,-0.6
X-1479,CRC,BYL719,601.1,33.1,68.0,182.2,1.5
X-1479,CRC,BYL719,649.6,32.4,72.0,205.0,-0.6
X-1479,CRC,BYL719,691.0,32.9,75.0,224.4,0.9
X-1479,CRC,BYL719,860.7,32.5,78.0,304.1,-0.3
X-1479,CRC,BYL719 + binimetinib,201.9,26.0,0.0,0.0,0.0
X-1479,CRC,BYL719 + binimetinib,215.8,24.8,5.0,6.9,-4.6
X-1479,CRC,BYL719 + binimetinib,214.8,25.7,8.0,6.4,-1.2
X-1479,CRC,BYL719 + binimetinib,163.2,25.9,12.0,-19.2,-0.4
X-1479,CRC,BYL719 + binimetinib,163.3,25.2,15.0,-19.1,-3.1
X-1479,CRC,BYL719 + binimetinib,136.8,26.6,19.0,-32.2,2.3
X-1479,CRC,BYL719 + binimetinib,118.1,27.2,22.0,-41.5,4.6
X-1479,CRC,BYL719 + binimetinib,113.8,28.4,26.0,-43.6,9.2
X-1479,CRC,BYL719 + binimetinib,160.6,28.2,29.0,-20.5,8.5
X-1479,CRC,BYL719 + binimetinib,105.2,28.1,33.0,-47.9,8.1
X-1479,CRC,BYL719 + binimetinib,116.1,27.7,36.0,-42.5,6.5
X-1479,CRC,BYL719 + binimetinib,92.5,27.5,40.0,-54.2,5.8
X-1479,CRC,BYL719 + binimetinib,118.0,27.3,43.0,-41.6,5.0
X-1479,CRC,BYL719 + binimetinib,78.6,26.1,47.0,-61.1,0.4
X-1479,CRC,BYL719 + binimetinib,100.3,25.3,50.0,-50.3,-2.7
X-1479,CRC,BYL719 + binimetinib,92.0,24.5,54.0,-54.4,-5.8
X-1479,CRC,BYL719 + binimetinib,126.6,24.9,57.0,-37.3,-4.2
X-1479,CRC,BYL719 + binimetinib,106.1,26.5,64.0,-47.4,1.9
X-1479,CRC,BYL719 + binimetinib,108.9,26.4,68.0,-46.1,1.5
X-1479,CRC,BYL719 + binimetinib,123.8,26.4,72.0,-38.7,1.5
X-1479,CRC,BYL719 + binimetinib,169.8,25.4,75.0,-15.9,-2.3
X-1479,CRC,BYL719 + binimetinib,144.0,26.4,78.0,-28.7,1.5
X-1479,CRC,BYL719 + binimetinib,131.3,26.1,82.0,-35.0,0.4
X-1479,CRC,BYL719 + binimetinib,133.9,26.0,85.0,-33.7,0.0
X-1479,CRC,BYL719 + binimetinib,121.5,26.2,90.0,-39.8,0.8
X-1479,CRC,BYL719 + encorafenib,198.7,23.5,0.0,0.0,0.0
X-1479,CRC,BYL719 + encorafenib,182.7,24.4,5.0,-8.1,3.8
X-1479,CRC,BYL719 + encorafenib,205.8,24.6,8.0,3.6,4.7
X-1479,CRC,BYL719 + encorafenib,183.6,24.9,12.0,-7.6,6.0
X-1479,CRC,BYL719 + encorafenib,210.1,24.6,15.0,5.7,4.7
X-1479,CRC,BYL719 + encorafenib,212.3,25.7,19.0,6.8,9.4
X-1479,CRC,BYL719 + encorafenib,204.9,26.3,22.0,3.1,11.9
X-1479,CRC,BYL719 + encorafenib,222.4,26.0,26.0,11.9,10.6
X-1479,CRC,BYL719 + encorafenib,243.7,25.8,29.0,22.6,9.8
X-1479,CRC,BYL719 + encorafenib,226.4,25.7,33.0,13.9,9.4
X-1479,CRC,BYL719 + encorafenib,281.5,27.4,36.0,41.7,16.6
X-1479,CRC,BYL719 + encorafenib,291.0,26.4,40.0,46.5,12.3
X-1479,CRC,BYL719 + encorafenib,353.1,27.5,43.0,77.7,17.0
X-1479,CRC,BYL719 + encorafenib,410.1,26.7,47.0,106.4,13.6
X-1479,CRC,BYL719 + encorafenib,377.0,25.6,50.0,89.7,8.9
X-1479,CRC,BYL719 + encorafenib,509.4,25.1,54.0,156.4,6.8
X-1479,CRC,BYL719 + encorafenib,429.0,24.5,57.0,115.9,4.3
X-1479,CRC,BYL719 + encorafenib,508.9,23.4,64.0,156.1,-0.4
X-1479,CRC,BYL719 + encorafenib,538.6,23.0,68.0,171.1,-2.1
X-1479,CRC,BYL719 + encorafenib,512.8,22.2,72.0,158.1,-5.5
X-1479,CRC,BYL719 + encorafenib,600.5,22.8,75.0,202.2,-3.0
X-1479,CRC,BYL719 + encorafenib,554.4,24.3,78.0,179.0,3.4
X-1479,CRC,BYL719 + encorafenib,549.8,21.8,82.0,176.7,-7.2
X-1479,CRC,BYL719 + encorafenib,513.2,25.9,85.0,158.3,10.2
X-1479,CRC,BYL719 + encorafenib,562.6,25.5,90.0,183.1,8.5
X-1479,CRC,CGM097,212.8,26.7,0.0,0.0,0.0
X-1479,CRC,CGM097,230.1,26.7,5.0,8.1,0.0
X-1479,CRC,CGM097,271.9,27.0,8.0,27.8,1.1
X-1479,CRC,CGM097,367.1,27.8,12.0,72.5,4.1
X-1479,CRC,CGM097,411.8,29.9,15.0,93.5,12.0
X-1479,CRC,CGM097,564.6,29.0,19.0,165.3,8.6
X-1479,CRC,CGM097,684.9,28.9,22.0,221.9,8.2
X-1479,CRC,CKX620,212.6,26.7,0.0,0.0,0.0
X-1479,CRC,CKX620,219.6,27.2,3.0,3.3,1.9
X-1479,CRC,CKX620,204.7,27.6,7.0,-3.7,3.4
X-1479,CRC,CKX620,211.3,27.9,10.0,-0.6,4.5
X-1479,CRC,CKX620,223.6,28.1,14.0,5.2,5.2
X-1479,CRC,CKX620,202.9,28.9,17.0,-4.6,8.2
X-1479,CRC,CKX620,195.9,27.7,21.0,-7.9,3.7
X-1479,CRC,CKX620,173.2,27.6,24.0,-18.5,3.4
X-1479,CRC,CKX620,229.3,28.9,28.0,7.9,8.2
X-1479,CRC,CKX620,181.8,28.8,31.0,-14.5,7.9
X-1479,CRC,CKX620,154.8,28.5,35.0,-27.2,6.7
X-1479,CRC,CKX620,194.7,29.3,38.0,-8.4,9.7
X-1479,CRC,CKX620,193.7,28.8,42.0,-8.9,7.9
X-1479,CRC,CKX620,180.5,29.0,45.0,-15.1,8.6
X-1479,CRC,CKX620,151.6,29.7,49.0,-28.7,11.2
X-1479,CRC,CKX620,202.4,21.9,52.0,-4.8,-18.0
X-1479,CRC,CKX620,184.0,26.1,56.0,-13.5,-2.2
X-1479,CRC,CLR457,214.5,28.9,0.0,0.0,0.0
X-1479,CRC,CLR457,219.9,28.6,3.0,2.5,-1.0
X-1479,CRC,CLR457,230.4,29.2,7.0,7.4,1.0
X-1479,CRC,CLR457,238.3,29.1,10.0,11.1,0.7
X-1479,CRC,CLR457,271.4,28.6,14.0,26.5,-1.0
X-1479,CRC,CLR457,268.1,29.0,17.0,25.0,0.3
X-1479,CRC,CLR457,243.5,29.9,21.0,13.5,3.5
X-1479,CRC,CLR457,252.1,29.9,24.0,17.5,3.5
X-1479,CRC,CLR457,269.6,29.5,28.0,25.7,2.1
X-1479,CRC,CLR457,295.9,29.0,31.0,37.9,0.3
X-1479,CRC,CLR457,324.6,28.7,35.0,51.3,-0.7
X-1479,CRC,CLR457,354.5,28.7,38.0,65.3,-0.7
X-1479,CRC,CLR457,390.8,28.9,42.0,82.2,0.0
X-1479,CRC,CLR457,390.8,28.1,45.0,82.2,-2.8
X-1479,CRC,CLR457,505.2,29.2,49.0,135.5,1.0
X-1479,CRC,CLR457,433.8,27.9,52.0,102.2,-3.5
X-1479,CRC,CLR457,459.4,28.6,56.0,114.2,-1.0
X-1479,CRC,CLR457,469.4,28.8,59.0,118.8,-0.3
X-1479,CRC,CLR457,486.2,28.5,66.0,126.7,-1.4
X-1479,CRC,CLR457,544.8,28.6,70.0,154.0,-1.0
X-1479,CRC,CLR457,670.6,28.9,74.0,212.6,0.0
X-1479,CRC,CLR457,867.2,29.0,77.0,304.3,0.3
X-1479,CRC,CLR457,834.7,29.7,80.0,289.1,2.8
X-1479,CRC,HDM201,208.7,28.5,0.0,0.0,0.0
X-1479,CRC,HDM201,214.2,29.2,3.0,2.6,2.5
X-1479,CRC,HDM201,263.5,28.4,7.0,26.3,-0.4
X-1479,CRC,HDM201,264.3,28.7,10.0,26.6,0.7
X-1479,CRC,HDM201,346.1,29.6,14.0,65.8,3.9
X-1479,CRC,HDM201,403.4,30.4,17.0,93.3,6.7
X-1479,CRC,HDM201,460.5,29.3,21.0,120.7,2.8
X-1479,CRC,HDM201,568.4,26.5,24.0,172.4,-7.0
X-1479,CRC,cetuximab,224.2,24.9,0.0,0.0,0.0
X-1479,CRC,cetuximab,246.5,25.2,5.0,9.9,1.2
X-1479,CRC,cetuximab,296.1,24.9,8.0,32.1,0.0
X-1479,CRC,cetuximab,292.8,24.8,11.0,30.6,-0.4
X-1479,CRC,cetuximab,298.0,24.4,14.0,32.9,-2.0
X-1479,CRC,cetuximab,316.4,25.8,18.0,41.1,3.6
X-1479,CRC,cetuximab,296.7,25.8,21.0,32.3,3.6
X-1479,CRC,cetuximab,326.3,24.8,25.0,45.5,-0.4
X-1479,CRC,cetuximab,405.3,23.9,28.0,80.8,-4.0
X-1479,CRC,cetuximab,388.2,25.0,33.0,73.1,0.4
X-1479,CRC,cetuximab,391.6,25.5,36.0,74.7,2.4
X-1479,CRC,cetuximab,395.7,24.6,39.0,76.5,-1.2
X-1479,CRC,cetuximab,423.8,24.7,41.0,89.0,-0.8
X-1479,CRC,cetuximab,479.8,24.8,46.0,114.0,-0.4
X-1479,CRC,cetuximab + encorafenib,229.1,24.4,0.0,0.0,0.0
X-1479,CRC,cetuximab + encorafenib,330.3,23.5,5.0,44.2,-3.7
X-1479,CRC,cetuximab + encorafenib,358.6,23.6,8.0,56.5,-3.3
X-1479,CRC,cetuximab + encorafenib,416.1,24.3,11.0,81.6,-0.4
X-1479,CRC,cetuximab + encorafenib,388.3,24.1,14.0,69.5,-1.2
X-1479,CRC,cetuximab + encorafenib,447.0,25.1,18.0,95.1,2.9
X-1479,CRC,cetuximab + encorafenib,527.3,24.2,21.0,130.2,-0.8
X-1479,CRC,cetuximab + encorafenib,633.3,26.0,25.0,176.4,6.6
X-1479,CRC,cetuximab + encorafenib,741.7,26.3,28.0,223.7,7.8
X-1479,CRC,cetuximab + encorafenib,822.7,25.7,33.0,259.1,5.3
X-1479,CRC,cetuximab + encorafenib,853.2,24.3,36.0,272.4,-0.4
X-1479,CRC,cetuximab + encorafenib,857.9,24.2,39.0,274.5,-0.8
X-1479,CRC,LEE011,290.7,25.6,0.0,0.0,0.0
X-1479,CRC,LEE011,306.8,24.2,3.0,5.5,-5.5
X-1479,CRC,LEE011,277.9,25.0,6.0,-4.4,-2.3
X-1479,CRC,LEE011,291.2,24.7,10.0,0.2,-3.5
X-1479,CRC,LEE011,297.3,24.9,13.0,2.3,-2.7
X-1479,CRC,LEE011,306.0,26.2,17.0,5.3,2.3
X-1479,CRC,LEE011,327.7,26.8,20.0,12.7,4.7
X-1479,CRC,LEE011,337.6,26.8,24.0,16.1,4.7
X-1479,CRC,LEE011,500.1,26.5,27.0,72.0,3.5
X-1479,CRC,encorafenib,219.0,24.4,0.0,0.0,0.0
X-1479,CRC,encorafenib,217.2,23.9,3.0,-0.8,-2.0
X-1479,CRC,encorafenib,229.2,24.5,6.0,4.7,0.4
X-1479,CRC,encorafenib,253.7,25.4,10.0,15.8,4.1
X-1479,CRC,encorafenib,257.2,25.2,13.0,17.4,3.3
X-1479,CRC,encorafenib,366.7,24.9,17.0,67.4,2.0
X-1479,CRC,encorafenib,438.3,24.9,20.0,100.1,2.0
X-1479,CRC,encorafenib,440.6,25.4,24.0,101.2,4.1
X-1479,CRC,encorafenib,510.1,25.2,27.0,132.9,3.3
X-1479,CRC,encorafenib,590.2,25.2,31.0,169.5,3.3
X-1479,CRC,LJC049,226.7,25.4,0.0,0.0,0.0
X-1479,CRC,LJC049,245.3,25.5,3.0,8.2,0.4
X-1479,CRC,LJC049,294.3,26.2,6.0,29.8,3.1
X-1479,CRC,LJC049,306.9,26.8,10.0,35.4,5.5
X-1479,CRC,LJC049,458.7,25.7,13.0,102.3,1.2
X-1479,CRC,LJC049,496.0,25.1,17.0,118.8,-1.2
X-1479,CRC,LJC049,616.0,23.7,20.0,171.7,-6.7
X-1479,CRC,LKA136,193.8,23.6,0.0,0.0,0.0
X-1479,CRC,LKA136,217.0,24.3,3.0,12.0,3.0
X-1479,CRC,LKA136,218.6,24.8,6.0,12.8,5.1
X-1479,CRC,LKA136,251.8,24.6,10.0,29.9,4.2
X-1479,CRC,LKA136,272.1,24.7,13.0,40.4,4.7
X-1479,CRC,LKA136,324.5,25.4,17.0,67.4,7.6
X-1479,CRC,LKA136,425.6,24.8,20.0,119.6,5.1
X-1479,CRC,binimetinib,236.3,26.5,0.0,0.0,0.0
X-1479,CRC,binimetinib,233.6,23.9,3.0,-1.1,-9.8
X-1479,CRC,binimetinib,218.8,25.1,6.0,-7.4,-5.3
X-1479,CRC,binimetinib,233.6,25.2,10.0,-1.1,-4.9
X-1479,CRC,binimetinib,271.7,25.0,13.0,15.0,-5.7
X-1479,CRC,binimetinib,274.0,26.3,17.0,16.0,-0.8
X-1479,CRC,binimetinib,251.5,24.8,20.0,6.4,-6.4
X-1479,CRC,binimetinib,290.2,25.1,24.0,22.8,-5.3
X-1479,CRC,binimetinib,277.7,23.8,27.0,17.5,-10.2
X-1479,CRC,binimetinib,327.8,24.5,31.0,38.7,-7.5
X-1479,CRC,binimetinib,377.2,25.8,34.0,59.6,-2.6
X-1479,CRC,binimetinib,419.7,26.0,38.0,77.6,-1.9
X-1479,CRC,binimetinib,390.8,26.6,41.0,65.4,0.4
X-1479,CRC,binimetinib,376.3,26.0,45.0,59.2,-1.9
X-1479,CRC,binimetinib,354.0,25.9,48.0,49.8,-2.3
X-1479,CRC,binimetinib,295.6,25.7,52.0,25.1,-3.0
X-1479,CRC,binimetinib,372.7,24.6,55.0,57.7,-7.2
X-1479,CRC,binimetinib,412.7,26.5,59.0,74.7,0.0
X-1479,CRC,binimetinib,439.5,28.7,62.0,86.0,8.3
X-1479,CRC,binimetinib,422.1,25.5,66.0,78.6,-3.8
X-1479,CRC,binimetinib,450.0,26.1,69.0,90.4,-1.5
X-1479,CRC,binimetinib,558.6,25.2,76.0,136.4,-4.9
X-1479,CRC,binimetinib,560.8,25.1,80.0,137.3,-5.3
X-1479,CRC,binimetinib,588.3,25.2,84.0,149.0,-4.9
X-1479,CRC,binimetinib,785.6,24.7,87.0,232.5,-6.8
X-1479,CRC,untreated,218.2,26.7,0.0,0.0,0.0
X-1479,CRC,untreated,205.6,26.7,4.0,-5.8,0.0
X-1479,CRC,untreated,201.1,27.5,7.0,-7.8,3.0
X-1479,CRC,untreated,209.3,26.5,11.0,-4.1,-0.7
X-1479,CRC,untreated,273.1,27.2,14.0,25.2,1.9
X-1479,CRC,untreated,247.2,27.2,18.0,13.3,1.9
X-1479,CRC,untreated,324.2,26.5,21.0,48.6,-0.7
X-1479,CRC,untreated,294.0,28.3,25.0,34.7,6.0
X-1479,CRC,untreated,244.6,27.4,28.0,12.1,2.6
X-1479,CRC,untreated,282.0,28.3,32.0,29.2,6.0
X-1479,CRC,untreated,284.7,28.1,35.0,30.5,5.2
X-1479,CRC,untreated,298.8,27.6,42.0,36.9,3.4
X-1479,CRC,untreated,301.2,27.7,46.0,38.0,3.7
X-1479,CRC,untreated,317.4,28.1,50.0,45.5,5.2
X-1479,CRC,untreated,325.3,29.2,53.0,49.1,9.4
X-1479,CRC,untreated,284.2,28.3,56.0,30.2,6.0
X-1479,CRC,untreated,345.6,28.0,60.0,58.4,4.9
X-1479,CRC,untreated,344.8,27.9,63.0,58.0,4.5
X-1479,CRC,untreated,304.1,27.8,68.0,39.4,4.1
X-1479,CRC,untreated,271.2,29.7,74.0,24.3,11.2
X-1479,CRC,untreated,271.6,28.1,77.0,24.5,5.2
X-1479,CRC,untreated,308.5,28.0,81.0,41.4,4.9
X-1479,CRC,untreated,311.7,28.4,84.0,42.9,6.4
X-1479,CRC,untreated,332.0,27.6,88.0,52.2,3.4
X-1499,NSCLC,BGJ398,260.2,24.7,0.0,0.0,0.0
X-1499,NSCLC,BGJ398,278.5,25.2,4.0,7.0,2.0
X-1499,NSCLC,BGJ398,434.5,25.6,8.0,67.0,3.6
X-1499,NSCLC,BGJ398,653.4,25.9,11.0,151.1,4.9
X-1499,NSCLC,BGJ398,672.0,25.9,15.0,158.3,4.9
X-1499,NSCLC,BKM120,224.0,25.6,0.0,0.0,0.0
X-1499,NSCLC,BKM120,177.6,27.1,1.0,-20.7,5.9
X-1499,NSCLC,BKM120,308.0,27.8,4.0,37.5,8.6
X-1499,NSCLC,BKM120,470.9,28.8,8.0,110.2,12.5
X-1499,NSCLC,BKM120,529.8,28.4,11.0,136.5,10.9
X-1499,NSCLC,BKM120,709.4,28.7,15.0,216.7,12.1
X-1499,NSCLC,BKM120 + binimetinib,187.7,23.8,0.0,0.0,0.0
X-1499,NSCLC,BKM120 + binimetinib,173.2,24.3,4.0,-7.7,2.1
X-1499,NSCLC,BKM120 + binimetinib,199.5,24.3,6.0,6.3,2.1
X-1499,NSCLC,BKM120 + binimetinib,304.5,24.8,10.0,62.2,4.2
X-1499,NSCLC,BKM120 + binimetinib,364.0,25.2,13.0,93.9,5.9
X-1499,NSCLC,BKM120 + binimetinib,538.8,25.4,14.0,187.1,6.7
X-1499,NSCLC,BKM120 + binimetinib,465.5,25.4,17.0,148.0,6.7
X-1499,NSCLC,BKM120 + binimetinib,472.9,25.9,20.0,151.9,8.8
X-1499,NSCLC,BKM120 + binimetinib,711.4,26.3,25.0,279.0,10.5
X-1499,NSCLC,BYL719 + LGH447,174.8,24.4,0.0,0.0,0.0
X-1499,NSCLC,BYL719 + LGH447,210.5,23.5,4.0,20.4,-3.7
X-1499,NSCLC,BYL719 + LGH447,533.8,23.0,8.0,205.4,-5.7
X-1499,NSCLC,BYL719 + LGH447,648.1,24.1,11.0,270.8,-1.2
X-1499,NSCLC,BYL719 + LGH447,1078.7,23.5,15.0,517.1,-3.7
X-1499,NSCLC,BYL719,190.0,23.3,0.0,0.0,0.0
X-1499,NSCLC,BYL719,437.4,25.2,4.0,130.2,8.2
X-1499,NSCLC,BYL719,600.9,24.6,8.0,216.3,5.6
X-1499,NSCLC,BYL719,700.4,24.4,9.0,268.6,4.7
X-1499,NSCLC,BYL719 + LJM716,184.9,24.8,0.0,0.0,0.0
X-1499,NSCLC,BYL719 + LJM716,206.5,23.7,4.0,11.7,-4.4
X-1499,NSCLC,BYL719 + LJM716,338.9,24.2,8.0,83.3,-2.4
X-1499,NSCLC,BYL719 + LJM716,411.6,24.1,11.0,122.6,-2.8
X-1499,NSCLC,BYL719 + LJM716,437.9,25.2,15.0,136.8,1.6
X-1499,NSCLC,CGM097,242.9,24.3,0.0,0.0,0.0
X-1499,NSCLC,CGM097,359.4,23.2,4.0,48.0,-4.5
X-1499,NSCLC,CGM097,270.0,25.4,8.0,11.2,4.5
X-1499,NSCLC,CGM097,169.9,25.6,11.0,-30.1,5.3
X-1499,NSCLC,CGM097,93.7,25.0,15.0,-61.4,2.9
X-1499,NSCLC,CGM097,54.3,25.3,17.0,-77.6,4.1
X-1499,NSCLC,CGM097,0.0,25.8,21.0,-100.0,6.2
X-1499,NSCLC,CGM097,0.0,26.1,24.0,-100.0,7.4
X-1499,NSCLC,CGM097,0.0,26.2,25.0,-100.0,7.8
X-1499,NSCLC,CGM097,0.0,26.5,28.0,-100.0,9.1
X-1499,NSCLC,CGM097,0.0,26.4,31.0,-100.0,8.6
X-1499,NSCLC,CGM097,0.0,26.5,36.0,-100.0,9.1
X-1499,NSCLC,CGM097,0.0,27.1,39.0,-100.0,11.5
X-1499,NSCLC,CGM097,0.0,28.0,43.0,-100.0,15.2
X-1499,NSCLC,CGM097,0.0,26.9,45.0,-100.0,10.7
X-1499,NSCLC,CGM097,0.0,27.4,50.0,-100.0,12.8
X-1499,NSCLC,CGM097,0.0,23.6,52.0,-100.0,-2.9
X-1499,NSCLC,CGM097,0.0,26.3,57.0,-100.0,8.2
X-1499,NSCLC,CGM097,0.0,27.1,60.0,-100.0,11.5
X-1499,NSCLC,CGM097,0.0,26.8,64.0,-100.0,10.3
X-1499,NSCLC,CGM097,0.0,27.3,67.0,-100.0,12.3
X-1499,NSCLC,CGM097,0.0,28.0,74.0,-100.0,15.2
X-1499,NSCLC,CGM097,0.0,27.4,78.0,-100.0,12.8
X-1499,NSCLC,CGM097,0.0,27.8,81.0,-100.0,14.4
X-1499,NSCLC,CGM097,0.0,27.5,88.0,-100.0,13.2
X-1499,NSCLC,CGM097,0.0,27.0,93.0,-100.0,11.1
X-1499,NSCLC,CGM097,0.0,28.3,98.0,-100.0,16.5
X-1499,NSCLC,CGM097,0.0,28.2,100.0,-100.0,16.0
X-1499,NSCLC,CKX620,281.9,,0.0,0.0,0.0
X-1499,NSCLC,CKX620,437.9,26.2,4.0,55.3,0.0
X-1499,NSCLC,CKX620,436.6,25.9,7.0,54.9,-1.1
X-1499,NSCLC,CKX620,541.6,26.9,11.0,92.1,2.7
X-1499,NSCLC,CKX620,573.1,26.9,14.0,103.3,2.7
X-1499,NSCLC,CKX620,672.6,25.1,19.0,138.6,-4.2
X-1499,NSCLC,CKX620,795.4,26.3,22.0,182.2,0.4
X-1499,NSCLC,CKX620,830.0,23.1,26.0,194.4,-11.8
X-1499,NSCLC,CLR457,179.5,23.5,0.0,0.0,0.0
X-1499,NSCLC,CLR457,161.5,23.2,3.0,-10.0,-1.3
X-1499,NSCLC,CLR457,218.2,23.5,7.0,21.6,0.0
X-1499,NSCLC,CLR457,387.1,23.5,10.0,115.7,0.0
X-1499,NSCLC,CLR457,712.4,23.9,14.0,296.9,1.7
X-1499,NSCLC,CLR457,709.3,23.8,15.0,295.2,1.3
X-1499,NSCLC,HDM201,170.6,21.4,0.0,0.0,0.0
X-1499,NSCLC,HDM201,232.5,21.8,3.0,36.3,1.9
X-1499,NSCLC,HDM201,402.7,21.9,7.0,136.0,2.3
X-1499,NSCLC,HDM201,666.9,21.4,10.0,290.9,0.0
X-1499,NSCLC,HDM201,918.3,22.2,14.0,438.3,3.7
X-1499,NSCLC,HDM201,1024.4,21.0,15.0,500.5,-1.9
X-1499,NSCLC,cetuximab,190.9,25.3,0.0,0.0,0.0
X-1499,NSCLC,cetuximab,277.8,25.7,3.0,45.5,1.6
X-1499,NSCLC,cetuximab,489.5,26.5,7.0,156.4,4.7
X-1499,NSCLC,cetuximab,778.9,26.8,10.0,308.0,5.9
X-1499,NSCLC,cetuximab,1219.3,27.2,14.0,538.7,7.5
X-1499,NSCLC,cetuximab,1437.6,27.5,15.0,653.1,8.7
X-1499,NSCLC,erlotinib,188.6,24.1,0.0,0.0,0.0
X-1499,NSCLC,erlotinib,208.5,23.8,3.0,10.6,-1.2
X-1499,NSCLC,erlotinib,343.9,21.6,7.0,82.3,-10.4
X-1499,NSCLC,erlotinib,384.9,22.4,10.0,104.1,-7.1
X-1499,NSCLC,erlotinib,749.1,23.9,14.0,297.2,-0.8
X-1499,NSCLC,erlotinib,769.0,22.8,15.0,307.7,-5.4
X-1499,NSCLC,HSP990,203.1,26.4,0.0,0.0,0.0
X-1499,NSCLC,HSP990,315.8,26.7,4.0,55.5,1.1
X-1499,NSCLC,HSP990,408.4,26.0,7.0,101.1,-1.5
X-1499,NSCLC,HSP990,472.5,26.0,11.0,132.6,-1.5
X-1499,NSCLC,INC280,334.2,23.9,0.0,0.0,0.0
X-1499,NSCLC,INC280,654.8,25.0,4.0,95.9,4.6
X-1499,NSCLC,INC280,1101.5,25.8,8.0,229.6,7.9
X-1499,NSCLC,LCL161 + paclitaxel,220.5,29.2,0.0,0.0,0.0
X-1499,NSCLC,LCL161 + paclitaxel,226.3,28.9,4.0,2.6,-1.0
X-1499,NSCLC,LCL161 + paclitaxel,285.3,27.8,6.0,29.4,-4.8
X-1499,NSCLC,LCL161 + paclitaxel,445.7,28.9,10.0,102.1,-1.0
X-1499,NSCLC,LCL161 + paclitaxel,688.6,30.3,13.0,212.3,3.8
X-1499,NSCLC,LEE011,154.2,24.2,0.0,0.0,0.0
X-1499,NSCLC,LEE011,151.4,25.0,3.0,-1.8,3.3
X-1499,NSCLC,LEE011,222.4,25.9,7.0,44.2,7.0
X-1499,NSCLC,LEE011,215.7,25.6,10.0,39.9,5.8
X-1499,NSCLC,LEE011,192.0,27.1,14.0,24.5,12.0
X-1499,NSCLC,LEE011,187.7,26.5,17.0,21.7,9.5
X-1499,NSCLC,LEE011,157.4,26.9,21.0,2.1,11.2
X-1499,NSCLC,LEE011,168.4,26.7,23.0,9.2,10.3
X-1499,NSCLC,LEE011,109.9,27.0,27.0,-28.7,11.6
X-1499,NSCLC,LEE011,110.8,27.6,30.0,-28.1,14.0
X-1499,NSCLC,LEE011,141.9,27.6,31.0,-8.0,14.0
X-1499,NSCLC,LEE011,96.6,27.8,34.0,-37.4,14.9
X-1499,NSCLC,LEE011,109.3,27.7,37.0,-29.1,14.5
X-1499,NSCLC,LEE011,73.2,26.8,42.0,-52.5,10.7
X-1499,NSCLC,LEE011,46.9,28.3,45.0,-69.6,16.9
X-1499,NSCLC,LEE011,58.2,28.0,49.0,-62.3,15.7
X-1499,NSCLC,LEE011,62.9,28.5,51.0,-59.2,17.8
X-1499,NSCLC,LEE011,36.9,29.4,56.0,-76.1,21.5
X-1499,NSCLC,LEE011,82.6,27.8,58.0,-46.4,14.9
X-1499,NSCLC,LEE011,61.3,29.6,63.0,-60.2,22.3
X-1499,NSCLC,LEE011,61.8,29.6,66.0,-59.9,22.3
X-1499,NSCLC,LEE011,44.1,29.2,70.0,-71.4,20.7
X-1499,NSCLC,LEE011,61.0,29.7,73.0,-60.4,22.7
X-1499,NSCLC,LEE011,59.2,29.3,84.0,-61.6,21.1
X-1499,NSCLC,LEE011,43.5,29.3,87.0,-71.8,21.1
X-1499,NSCLC,LEE011,99.9,29.0,94.0,-35.2,19.8
X-1499,NSCLC,LEE011,188.2,29.1,104.0,22.0,20.2
X-1499,NSCLC,LEE011,180.4,29.5,108.0,17.0,21.9
X-1499,NSCLC,LEE011,301.0,29.7,112.0,95.2,22.7
X-1499,NSCLC,LEE011,327.3,29.1,115.0,112.3,20.2
X-1499,NSCLC,LEE011,339.1,30.1,119.0,119.9,24.4
X-1499,NSCLC,LEE011,413.8,28.7,126.0,168.4,18.6
X-1499,NSCLC,LEE011,488.7,29.6,133.0,216.9,22.3
X-1499,NSCLC,LEE011,514.0,29.9,136.0,233.3,23.6
X-1499,NSCLC,LEE011,590.9,30.2,139.0,283.2,24.8
X-1499,NSCLC,LGH447,197.6,26.8,0.0,0.0,0.0
X-1499,NSCLC,LGH447,265.9,26.6,4.0,34.6,-0.7
X-1499,NSCLC,LGH447,610.6,27.3,8.0,209.0,1.9
X-1499,NSCLC,LGH447,685.7,26.5,9.0,247.0,-1.1
X-1499,NSCLC,LLM871,259.1,25.4,0.0,0.0,0.0
X-1499,NSCLC,LLM871,655.1,26.2,4.0,152.8,3.1
X-1499,NSCLC,LLM871,852.0,26.3,5.0,228.8,3.5
